part,group,material,pieces,size_x_mm,size_y_mm,size_z_mm
engine_r_swivel_bearing_2,09 Engine starboard,steel,151,429.1,941.7,1020.0
engine_r_swivel_bearing_3,09 Engine starboard,steel,151,429.1,941.7,1020.0
engine_r_swivel_coupling_1,09 Engine starboard,steel,9,73.0,88.8,88.8
engine_r_swivel_coupling_2,09 Engine starboard,steel,7,83.4,102.3,88.8
engine_r_swivel_coupling_3,09 Engine starboard,steel,7,83.4,102.3,88.8
engine_r_swivel_drive_1,09 Engine starboard,steel,6,135.0,102.5,102.5
engine_r_swivel_drive_2,09 Engine starboard,steel,6,164.0,152.8,68.0
engine_r_swivel_drive_3,09 Engine starboard,steel,6,164.0,152.8,68.0
engine_r_swivel_duct_aft,09 Engine starboard,inconel,93,497.3,980.0,980.0
engine_r_swivel_duct_fwd,09 Engine starboard,inconel,93,497.3,980.0,980.0
engine_r_swivel_duct_mid,09 Engine starboard,inconel,93,914.7,958.0,980.0
engine_r_swivel_fixed_ring,09 Engine starboard,inconel,55,30.0,980.0,980.0
engine_r_swivel_hyd_aft,09 Engine starboard,steel,12,113.9,979.5,979.5
engine_r_swivel_hyd_fwd,09 Engine starboard,steel,4,478.4,1125.2,876.1
engine_r_swivel_hyd_mid,09 Engine starboard,steel,4,844.3,305.9,378.7
engine_r_swivel_rotary_union,09 Engine starboard,steel,3,66.0,83.8,83.8
engine_r_tailcone,09 Engine starboard,cmc,1,544.0,494.0,494.0
engine_r_tms_hx,09 Engine starboard,copper,96,286.0,919.3,919.3
engine_r_towershaft,09 Engine starboard,steel,2,44.0,44.0,360.0
engine_r_vanes_cdfs,09 Engine starboard,titanium,61,67.6,763.9,763.9
engine_r_vanes_fan_s1,09 Engine starboard,titanium,41,83.0,860.2,860.2
engine_r_vanes_fan_s2,09 Engine starboard,titanium,53,85.5,830.7,830.7
engine_r_vanes_hpc_igv,09 Engine starboard,nickel,45,124.1,644.0,644.0
engine_r_vanes_hpc_s1,09 Engine starboard,nickel,55,54.6,637.0,636.6
engine_r_vanes_hpc_s2,09 Engine starboard,nickel,61,49.4,631.9,631.9
engine_r_vanes_hpc_s3,09 Engine starboard,nickel,67,44.1,627.6,627.3
engine_r_vanes_hpc_s4,09 Engine starboard,nickel,75,38.5,625.4,625.1
engine_r_vanes_hpc_s5,09 Engine starboard,nickel,89,31.2,623.4,623.4
engine_r_vanes_hpt_ngv,09 Engine starboard,cmc,37,65.0,658.5,658.5
engine_r_vanes_mtf,09 Engine starboard,nickel_hot,17,118.0,716.0,716.0
engine_r_vsv_actuation,09 Engine starboard,steel,162,242.6,672.0,672.0
avionics_adc_l,10 Systems,avionics,13,202.9,124.0,116.5
avionics_adc_r,10 Systems,avionics,13,202.9,124.0,116.5
avionics_fcc_1,10 Systems,avionics,10,292.9,84.0,192.2
avionics_fcc_2,10 Systems,avionics,10,292.9,84.0,196.5
avionics_fcc_3,10 Systems,avionics,10,292.9,84.0,192.2
avionics_ins,10 Systems,avionics,18,207.9,194.0,161.9
avionics_loom,10 Systems,rubber,8,1467.8,688.3,459.0
avionics_mission,10 Systems,avionics,26,307.9,304.0,186.5
avionics_pitot_lines_l,10 Systems,steel,4,1165.3,102.2,190.1
avionics_pitot_lines_r,10 Systems,steel,4,1165.3,102.2,190.1
avionics_rack,10 Systems,structure,29,1480.0,410.0,20.0
ecs_bleed_l,10 Systems,steel,1,645.9,682.0,211.2
ecs_bleed_r,10 Systems,steel,1,645.9,682.0,211.2
ecs_diffuser,10 Systems,cockpit,11,64.8,66.0,78.9
ecs_duct,10 Systems,duct,1,5300.1,164.8,478.3
ecs_fuel_lines,10 Systems,steel,2,35.0,218.0,18.0
ecs_mount,10 Systems,steel,2,213.6,260.6,53.2
ecs_obogs,10 Systems,steel,4,136.0,112.0,160.0
ecs_oxygen,10 Systems,rubber,2,5585.7,548.9,667.1
ecs_pack,10 Systems,steel,20,170.0,360.0,349.0
ground_power,10 Systems,steel,13,100.0,122.0,724.3
ground_power_door,10 Systems,skin_dark,4,91.0,70.0,14.7
loom_fin_l,10 Systems,rubber,3,1231.3,1130.1,1801.8
loom_fin_r,10 Systems,rubber,3,1231.3,1130.1,1801.8
loom_formation,10 Systems,rubber,2,1853.1,1371.3,291.1
loom_fuselage_l,10 Systems,rubber,5,7239.1,1663.7,1097.0
loom_fuselage_r,10 Systems,rubber,5,7239.1,1663.7,1097.0
loom_nose_gear,10 Systems,rubber,1,1460.0,394.8,253.0
loom_wing_l,10 Systems,rubber,8,4307.0,4913.5,255.0
loom_wing_r,10 Systems,rubber,8,4307.0,4913.5,255.0
pdu,10 Systems,structure,10,153.0,280.0,261.0
